"","x"
"11070","Revenge :)"
"11071","Magia klamstwa niesamowita:D kiedy bedzie mentalista ?:D"
"11072","TBBT, TAAHM i zapewne The Vampire Diaries. D³uuuga noc to pewnie siê coœ jeszcze dorzuci. Mo¿e Hunted?"
"11073","GDZIE NOWE GLEE"
"11074","The Vampire Diaries., Merlin no i jeszcze zobaczymy co tam wskoczylo nowego na stronke :)"
"11075","Chyba siê nie doczekam napisów do HIMYM :("
"11076","Supernatural ?"
"11077","kiedy mentaliste dodacie z napisami?? bo za niedlugo juz nowy odcinek wpadnie a starego dalej nie ma :( "
"11078","Walking Dead"
"11079","Chuck, White Collar."
"11080","czy mozecie odpowiedziec kiedy odblokujecie odsiebie. przeciez ile mozna zakladac kont i placic za kazde z nich :("
"11081","Castle!"
"11082","haha ¿yciowe :D"
"11083","anyfiles nie dzia³a ://"
"11084","W nocy siê œpi! seriale siê ogl¹da wtedy kiedy powinno siê uczyæ :P"
"11085","te¿ to w³aœnie zauwa¿y³am :< a ju¿ mia³am zacz¹æ ogl¹daæ :<"
"11086","Supernaturaal! Ja poœwiêcê dzisiejsz¹ noc na dokoñczenie siódmego sezonu :)."
"11087","Czas zacz¹æ ogl¹danie"
"11088","Ju¿ jestem po maratonie zmierzchu, wiêc biorê siê za ogl¹danie nowego odcinka! : ))"
"11089","Byœcie lepiej dali jakieœ serwisy w których nie trzeba p³aciæ, ani siê rejestrowaæ ;_;"
"11090","Cezary, video.anyfiles.pl - nie ma tam mo¿e wszystkich seriali wymienianych na iitv.info, ale przynajmniej nie ma limitu. :))"
"11091","http://i1.kwejk.pl/site_media/obrazki/2012/11/db5fdbeff41c375c6eba472ba2099661_original.jpg?1353001764"
"11092","Dajcie Arrow z napisami :-) Napisy ju¿ œmigaj¹."
"11093","ODDAJCIE LINKI DO SERIALI W SERWISIE CDA !!!"
"11094","Ju¿ 5 dni czekamy na t³umaczenie!"
"11095","kiedy bêd¹ napisy do 6 odcinka 8 sezonu \jak pozna³em wasz¹ matkê\""- Splitsville???"""
"11096","Luther"
"11097","http://www.cda.pl/video/6074238/Jak-poznalem-wasza-matke-s08e06-Napisy-PL"
"11098","Sherlock, American Horror Story, a jeœli chcesz siê poœmiaæ to 2 Broke Girls"
"11099","Dodajcie ju¿ do hostingów odsiebie.pl :) Ju¿ powinno wszystko graæ :)"
"11100","juz nastepny odc dzisiaj wieczorem a poprzedni ci¹gle bez napisow"
"11101","I w³aœnie tak pozna³ ich matkê :) Na niedzielny wieczór najnowszy, 6. odcinek z 8 sezonu \Jak pozna³em wasz¹ matkê\"" z napisami bêdzie jak znalaz³ :)   http://iitv.info/jak-poznalem-wasza-matke/"""
"11102","ja tam czekam na kolejny 90210.xd albo awkward chocia¿by. ; p"
"11103","wreszcie :P"
"11104","no nareszcie!"
"11105","ju¿ obejrzany :P"
"11106","œredni by³ ten odcinek ;/"
"11107","juz dawno obejrza³am na innej stronie, gratulacje za refleks :)"
"11108","No to mam co ogl¹daæ. ;D"
"11109","coraz gorzej u was z tymi napisami..."
"11110","Tak w³aœnie planowa³em pocisn¹æ"
"11111","W³aœnie, nie uwa¿acie, ¿e 6 dni czekania na napisy to ciut za d³ugo? Bior¹c pod uwagê fakt, ¿e za oceanem nowe odcinki wychodz¹ w poniedzia³ki. Kiedyœ by³y ju¿ na drugi dzieñ, ewentualnie trzeci. Co siê dzieje ¿e ostatnio tak póŸno?"
"11112","No nie powiem szybko te napisy ^^"
"11113","Przecie¿ napisy nie s¹ robione przez ekipê iiTV, wiêc pretensje pod innym adresem raczej... O ile w ogóle mo¿na mieæ do kogoœ pretensje, ¿e za friko robi napisy."
"11114","Ciê¿ko zaczyna siê tydzieñ od poniedzia³ku, szczêœliwi Ci, którzy dziœ maj¹ wolne :) A wszystkim chcemy dziœ poleciæ nowy serial \Chicago Fire\"". W obsadzie znajome twarze, które z pewnoœci¹ kojarzycie z innych, popularnych seriali. Produkcja opowiada o pracy i ¿yciu prywatnym stra¿aków z Oddzia³u Ratunkowego i sanitariuszy z Chicago Firehouse 51. Zapraszamy do ogl¹dania!  http://iitv.info/chicago-fire/"""
"11115","Taylor :D"
"11116","robert z housa ;d"
"11117","ogladam:P"
"11118","ca³kiem oke. :D"
"11119","zastanawia³em siê kiedy zrobi¹ serial o stra¿akach;)"
"11120","Chcecie wiedzieæ, co nowego u bohaterów serialu \Glee\""? Nic prostszego! Wystarczy obejrzeæ na najnowszy, 6. odcinek z 4 sezonu z napisami! Na iitv.info oczywiœcie :D  http://iitv.info/glee/"""
"11121","widzê, ¿e ona te¿ za Legi¹"
"11122","Czy teraz ju¿ wszyscy bêd¹ robiæ zdjêcia w 'kieckach w p³omieniach' ??"
"11123","beda dzisiaj napisy do the walkind dead? prosze"
"11124","Ludzie. Ekipa iiTV nie robi napisów. Gdzie indziej musicie pytaæ..."
"11125","naprawcie powiadomienia mailowe, bo nie dochodza powiadomienia o tym ze jest juz po polsku naprzyklad :/ "
"11126","Ludzie! Jak rany! Co siê z Wami dzieje? Kto i dla jakich celów umieszcza cokolwiek na hd3d, maxvideo, proxof albo sprokedzie? Miejscie litoœæ - ten serwis jest dla WIDZÓW. Zamieszczajcie filmy na ogl¹dalnych hostingach. Nie trzeba daleko szukaæ: anyfiles, putlokcer, videoweed, gorillavid, odsiebie, wgrane - jest w czym przebieraæ. "
"11127","co jak co ale wstawcie ju¿ plotkare :D"
"11128","maxvideo daje rade ale sprocked to gnioot"
"11129","Rzecz w tym, ¿e to p³atne hostingi. A jest masa darmowych. Nie kumam tej logiki."
"11130","Pogoda pod psem i a¿ nie chce siê wstawaæ z ³ó¿ka. Tym, którzy mog¹ dziœ zostaæ w domu gratulujemy i zazdraszczamy ;) Solidaryzujemy siê z tymi, którzy musz¹ dziœ pêdziæ do pracy, czy do szko³y. A wszystkim bez wyj¹tku polecamy najnowszy odcinek \The Walking Dead\"" z napisami :)   http://iitv.info/walking-dead/"""
"11131","uwielbiam ten serial"
"11132","obejrzany ju¿ wczoraj:) œwietny ;) <3 nie mogê doczekaæ siê nastêpnego;)"
"11133","widzia³am wczoraj :D :)"
"11134","http://www.facebook.com/photo.php?fbid=101608539985625&set=pb.101600779986401.-2207520000.1353398254&type=3&theater :D"
"11135","Polecam wszystkim :)"
"11136","biegne na uczelnie...ale pó¿niej to na bank obejrze !!!!:)"
"11137","uwielbiam i polecam !!! :)"
"11138","zazdraszczamy?"
"11139","http://www.cda.pl/video/61157ab/The-Walking-Dead-s03e06-Napisy-PL"
"11140","zazdroœcimy**"
"11141","Strony na których s¹ umieszczane seriale to decyzja iitv.info czy u¿ytkowników ? "
"11142","Jak najgrzeczniej proszê kogoœ przemi³ego o wrzucenie dwóch ostatnich odcinków Elementary na jakiœ bezp³atny hosting, który nie ogranicza czasu (np. anyfiles, cda, videoweed, putlocker, gorillavid, wgrane). Bardzo o to proszê, bo teraz syt. jest taka, ¿e leci mi œlinka, a nic obejrzeæ nie mogê."
"11143","5 odc. \Beauty and the Beast\"" jest tylko na p³atnych hostingach - czy da³o by siê z tym coœ zrobiæ? Z góry sêkju."""
"11144","New Girl najnowsza jest tylko do obejrzenia za kasê - czy jakiœ milaczek zmieni œwiat na lepsze i przerzuci j¹ gdzieœ jeszcze? Nie zapomnimy mu tego."
"11145","I Scandal - dwa ostatnie odcinki s¹ tylko na strasznych hostingach. Mo¿e by je udostêpniæ gdzieœ, gdzie przyjaŸniej (czyt. za darmo)."
"11146","Spragnieni mocnej dawki emocji? Wasz ulubiony seryjny morderca i jego Mroczny Pasa¿er z pewnoœci¹ j¹ Wam zapewni¹ w najnowszym odcinku \Dextera\"" z napisami :)   http://iitv.info/dexter/"""
"11147","Kamufla¿ i The New Normal  - ostatnie odcinki s¹ nie do obejrzenia, jeœli nie zap³acisz. Czy o tak¹ Polskê walczyliœmy? Jest tu jaki bohater, co przeciwstawi siê uciskowi?"
"11148","Uwielbiamy! :P"
"11149","ja chcê ju¿ nastêpny!!!"
"11150","No i supersprawa - wrzucaj¹cy byli empatyczni i skorzystali równie¿ z darmowych hostingów. Za co im œlê uk³ony."
"11151","Boski i dostêpny. Czule udostêpniony na hostingach widz-friendly. Czeœæ, chwa³a i ca³usy dla udostêpniaj¹cych."
"11152","ju¿ wczoraj obejrza³am. œwietny. :D"
"11153","czemu nie ma linków z cda.pl ?!"
"11154","Ca³y serial jest zar¹bisty :D"
"11155","Czemu nie wrzucicie filmów na porz¹dny serwer typu anyfiles lub jakiœ inny? Wiêkszoœc serwisów chce wykupienia pakietu a na  maxvideo po 30 minutach koñczy siê limit..."
"11156","Top3 wœród seriali obecnie emitowanych"
"11157","Witajcie z prawie samego rana ;) Na dobry pocz¹tek dnia proponujemy Wam 6. odcinek z 6 sezonu \Plotkary\"" z napisami. Co Wy na to?   http://iitv.info/plotkara/"""
"11158","Suuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuper :D"
"11159","nice one"
"11160","Jak na lato!"
"11161","Fajny odc:D  "
"11162","maxvideo jest dobre i nie drogie..no ale jak typowa mentalnosc polakow lepiej za darmo niz zaplacic 5 zl na 2 tyg zeby moc cos obejrzec -_- aaa i jeszcze ciagle narzekanie jak to nie jest zle.."
"11163","5 z³ to rzeczywiœcie niedrogo za dowód, ¿e nie ma siê nic wspólnego z typow¹ mentalnoœci¹ Polaków, wiêc jasne - inwestuj w image. to jednak nie odpowiada na pytanie, czemu wrzucaj¹cy wybiera taki hosting, zamiast darmowego. iitv by³ zawsze najlepszym polskim serwisem z darmowymi serialami. teraz sta³ siê najlepszym polskiem serwisem z serialami. wola³am poprzednie wcielenie. i a¿ tak nie obchodzi mnie mój image, ¿eby nie wyra¿aæ ¿a³oby za t¹ minion¹ œwietnoœci¹."
"11164","a gdzie napisy?"
"11165","Uwielbiam ten serial;-)"
"11166","Kocham B super gra :)."
"11167","kiedy napisy do haven? bo czekam i czekam, a tu nic ;c"
"11168","wiem co bêdê robi³a po pracy:)"
"11169","Poznajecie tê paczkê? :) Na pierwszy rzut oka trochê niepodobni, ale jak siê bli¿ej przyjrzeæ :D Wszystkich fanów zapraszamy na najnowszy. 7 odcinek z 8 sezonu \Jak pozna³em wasz¹ matkê\"" z napisami :)   http://iitv.info/jak-poznalem-wasza-matke/"""
"11170","Serial zszed³ na psy. Chyba go porzuce bo jest nuuuudny."
"11171","Lily i Marshall niepodobni. Robin te¿ nie bardzo :)"
"11172","Wrzucaj¹ tam, bo pewnie maj¹ premium i dostaj¹ coœ za to, ¿e ktoœ ogl¹da z ich linka. Te¿ mnie to wkurza, Homeland nie da siê obejrzeæ, ale rejestracje czyli zgoda na spam, albo serwer, który po 30 minutach przerywa film"
"11173","Bo na tym pewnie zarabiaj¹ i maj¹ dziêki temu konta premium za free.. Na anyfiles dzia³a wszystko œwietnie, a leci na sprockeda.."
"11174","Robin tak wygl¹da bo jest Kanadyjk¹!"
"11175","Gdzie jest Kenny????!!!!"
"11176","Homeland daje radê ;)"
"11177","Wracam do domu od dentysty, a tu mi³a niespodzianka! ;D"
"11178","Gdyby nie te podpisy to nie pozna³bym nikogo :)"
"11179","Kurcze, ale to nie jest nic z fantasy, tak jak tytu³y wymienione przeze mnie, a w³aœnie na takich mi zale¿y. Jakoœ nie przepadam za \zwyk³ymi\"" serialami, gdzie nie ma niczego nierealnego. :p Coœ z sf raczej wolê. ;)"""
"11180","Lily ma rude w³osy."
"11181","Robin niepodobna, bo jest Kanadyjka, a w South Parku wszyscy Kanadyjczycy tak wygladaja, jakby ktos nie wiedzial ;p"
"11182","muszê za 1 odcineksiê w koñcu zabraæ :)"
"11183","jak skóra zdjêta :)"
"11184","Faktycznie, zapomnia³am o tych kanadyjczykach w SP :)"
"11185","Jest taki anglojêzyczny serwis tv-links.eu z darmowymi linkami i jakoœ dzia³a, a ludziom chce siê umieszczaæ filmy na przyjaznych serwerach. Wiêc trzymam kciuki za empatiê w narodzie."
"11186","szkoda, ¿e nie mo¿na obejrzeæ nawet jedego ca³ego odcinka bo jest jakiœ glupi limit po 36 miutach ;/"
"11187","Star treka obejrzyj, przejebany serial."
"11188","Oby powsta³ 9. sezon, bo ósmy trzyma poziom i szkoda by³oby to skoñczyæ ju¿ w maju."
"11189","Nie wiedzia³em, dziêki za info"
"11190","How I Met Your Mother in South Park ;p"
"11191","IITV NIE WRZUCA NAPISÓW oni tylko zarz¹dzaj¹ linkami."
"11192","mam œwiadomoœæ, tak tylko pytam, bo zazwyczaj w poniedzia³ki ju¿ by³y, mo¿e ktoœ, coœ wie ;c"
"11193","Once Upon a Time :P Pe³na bajka :) ale chyba bardziej babska :P Podopno Przygody Merlina s¹ niez³e, ale nie widzia³am."
"11194","napisy przy anyfiles s¹ koszmarne!!! Co za b³êdy. W ¿yciu nie widzia³am s³owa cukier z ó. Pomijaj¹c ortografiê napisy s¹ z³e."
"11195","TY ^%&*^%@#$%$#% NO£LAJFIE"
"11196","na poœredniaku s¹ napisy podobno ju¿"
"11197","mogê obejrzeæ bez.. umiem! :/"
"11198","Czwartek nie jest taki z³y, od niego ju¿ tylko krok do pi¹tku, a i najnowszy odcinek \90210\"" jest ju¿ z napisami ;) ¯yæ nie umieraæ!"""
"11199","Czwartek jest z³y bo dziœ bez Arrow i Supernatural :/"
"11200","Napisy s¹ w korekcie od d³u¿szego czasu. Napiprojektem probowa³aœ œci¹gaæ?"
"11201","Czy nie bêdzie odcinka 6 Prywatnej Praktyki?"
"11202","Jakaœ taka niezrozumia³a myœl nam przez g³owê przemknê³a, ¿e to ju¿ pi¹tek...ale sprawdziliœmy w kalendarzu i niestety, nie :( Za to najnowszy, 9. odcinek z 3 sezonu \Haven\"" z napisami ju¿ jest :)  http://iitv.info/haven/"""
"11203","Supernatural zawsze <3 Oj, wstyd Wam powinno byc, na prawdê ;D!"
"11204","Wreszcie, rzecz mo¿na :-)"
"11205","ja online ogl¹dam, to mo¿e faktycznie œci¹gnê, dziêki! :D"
"11206","dodacie kiedys napisy do tych nowych odcinków  ? :>"
"11207","Oh yeah! ;) Wszystko siê uk³ada... jest pi¹teczek, jak równie¿ pojawi³ siê 9. odcinek 3 sezonu serialu \Haven\"". Czego chcieæ wiêcej? ;)  http://iitv.info/haven/"""
"11208","Skoro ogladasz tyle serialow, to po prostu wykup sobie na jakims serwerze premium, bo ja bym nie liczyla na to, ze ktos powrzuca wszystko co chcesz na te bezplatne serwery, chyba ze za pol roku ;)"
"11209","Godziny 16.00 :/"
"11210","Pamiêtników wampirow,których dzisiaj nie bêdzie :P"
"11211","popo³udnia..."
"11212","sonsów xD"
"11213","kiedy bêdzie t³umaczenie nowego odcinka Sonsów?"
"11214","o ktoœ ju¿ powiedzia³ :P czego chcieæ wiêcej? nowego TVD, a tu tydzieñ czekaæ trzeba :( :P"
"11215","a co z nowym glee??:)"
"11216","skoro pytacie to: American Horror Story, Chicago Fire (oczywiœcie mam na myœli napisy ;])"
"11217","No w³aœnie do niedawna tak nie by³o - wiêkszoœæ rzeczy da³o siê siê obejrzeæ w takim trybie free of charge. Z kolei kiedyœ wykupi³am sobie premium na wszystkich obecnych na iitv hostingach (bo jedno premium nie wystarczy - jeden hosting nie pokrywa wszystkich seriali z przek³adami, one siê rozk³adaj¹ niestety na wiele serwerów) i mia³am sporo k³opotów - a to siê nie dawa³o zalogowaæ, a to dawa³o, ale serwer nie rozpoznawa³, ¿e jestem u¿ytkownikiem premium, staf hostingów nie odpowiada³ na maile, dostawa³am w koñcu spam smsowy (a to ju¿ sporo kosztuje)."
"11218","Nie wiem czy ogl¹dacie, ale polecam 666 Park Avenue ;) Bardzo wci¹gaj¹cy serial ;) A tak po za tym, to do AHS nowego odcinka nie ma napisów, a nie ma info, ¿e \czekamy na t³umaczenie\"". Pozdrawiam :)"""
"11219","Kochani serialomaniacy! Wiemy, ¿e z niecierpliwoœci¹ czekacie na ka¿dy nowy odcinek Waszych ulubionych \Pamiêtników Wampirów\"". Jeœli zastanawiacie siê dlaczego w tym tygodniu na naszej stronie nie pojawi³ siê 7. odcinek z 4. sezonu, to informujemy, ¿e ma on swoj¹ premierê dopiero 29 listopada. A wiêc nie denerwujcie siê i nie martwcie, odcinek z pewnoœci¹ bêdzie, choæ szkoda, ¿e trzeba na niego jeszcze tyle czekaæ :(( Mamy nadziejê, ¿e tydzieñ szybko zleci :D"""
"11220","wa¿ne info;D"
"11221","Dobrze wiecie ^^"
"11222","Ale szkoda:-S"
"11223","a ja tak siê zastanawia³am co siê dzieje :O"
"11224","Œwiêto Dziekczynienia;)"
"11225",": ((("
"11226","wszystko przez thanksgiving :("
"11227","ja myœla³am, ¿e to raczej oczywiste, czemu nie ma nowych odcinków, a tu proszê ;)"
"11228","szkodaaaa"
"11229","kocham"
"11230","\"
"11231","co z AHS? na glownej jest info o napisach, ale juz przy samym odcinku nie ma takiej mozliwosci"
"11232","A kiedy wychodzi Arrow ;> ? bo pisze 20 a ju¿ 23 i brak :)"
"11233",";c"
"11234","Œwietnie siê zaczyna :)"
"11235","W jaki dzieñ pojawia siê Fringe?"
"11236","¿eby siê pojawi³ na jakimœ darmowym hostingu :}"
"11237","Bo¿e, jak takie napisy nazywacie napisami to ja podziêkuje. B³¹d na b³êdzie b³êdem pogania i tak przez 42 minuty. Przecie¿ to powinien ktoœ sprawdzaæ przed wgraniem w odcinek, bo taki syf dodawaæ tylko po to ¿eby siê popisaæ. ¿e wasz serwis dodaje wczeœniej ni¿ inni napisy jest ¿a³osne... Wiêcej rzetelnoœci."
"11238","jeeezu tydzien czekaæ:("
"11239","oby szybko, bo siê podjara³am. *.*"
"11240","z powodu swieta dziekczynienia;)"
"11241","Cierpiê! ;C"
"11242","kurdee :C a juz myslalam ze sobie ogl¹dne dzis :c"
"11243","Wczoraj za oceanem zajadali indyka, wiêc poza Glee zapanowa³a serialowa posucha."
"11244","nie lubiê tego :((("
"11245","kurdeeee :("
"11246","Leniwa sobota? My w planach mamy totalny relaks i najnowszy odcinek z 5. sezonu \Sons of Anarchy\"" z napisami :) Obejrzycie z nami?  http://iitv.info/sons-of-anarchy/"""
"11247","Lepiej mi tu merlina dawajcie!"
"11248","28.11 nowy odcinek"
"11249","Serial ma przerwê do 7 grudnia."
"11250","Wci¹gaj¹cy ale skasowany. Bêdzie tylko trzynaœcie odcinków."
"11251","no co ty pizgasz..."
"11252","Dziêki za odpowiedŸ :)"
"11253","Dlaczego nadal nie ma napisów do Prywatnej Praktyki ??? Wszystkie linki z 2 nowych odc za wys³anie sms :/ "
"11254","chyba tylko anyfiles jest w miarê ogarniête, ca³a reszta to szit ;/"
"11255","Dziêkujê wszystkim tym, którzy dodaj¹ napisy w jêzyku angielskim!!! :))))))))))) Oby wiêcej... "
"11256","No niestety... czas szybko mija, a szczególnie w weekend ;) Ale na pocieszenie mamy dla Was najnowszy odcinek \Przygód Merlina\"" z napisami :)   http://iitv.info/przygody-merlina/"""
"11257","No nie...patrze na date i faktycznie mamy poniedzia³ek :/"
"11258","Dobry kot :D"
"11259","UWIELBIAM TO !!! :)"
"11260","Mam nadziejê , ¿e tak szybko minie do momentu premiery  Pretty Little Liars:))) Nie mogê siê doczekaæ :)"
"11261","Dzieñ jak dzieñ - nie ma, co prze¿ywaæ :)"
"11262","Taaa"
"11263","najgosze jest pierwsze piec dni po weekendzie ;-)"
"11264","i tak bêdziecie spamowaæ co weekend ¿e poniedzia³ek jest w poniedzia³ek a weekend jest w weekend (o zgrozo! Nie mo¿e byæ?!)."
"11265","hehe nasz czarna te¿ tak robi z rana:P"
"11266","a to wszystko to wina Tuska"
"11267","Wypada³oby poniedzia³ek zakoñczyæ jakimœ mi³ym akcentem :) Na przyk³ad przet³umaczonym 8. odcinkiem z 5 sezonu \Castle\""? Mo¿e byæ? :)  http://iitv.info/castle/"""
"11268","lepiej byœcie the walking death przet³umaczyli ;)"
"11269","Walking Dead!"
"11270","the walking death jest dobre, ale Castle i jego 'poczucie humoru' (=^.^=)"
"11271","za to siê czepiacie, skrót myœlowy ;)"
"11272","nie wspominaj¹c o el barco :P czytelnicy, do dzie³a :P"
"11273","panie £ukaszu czepiaj¹ siê, bo pewnie s³ysz¹ to milion razy dziennie ^^"
"11274","Mniej wiêcej o której otrzymacie t³umaczenie do The Walking Dead s3e07?"
"11275","jakieto  prawdziwe :P"
"11276","BOMBA! :-)"
"11277","www.napisy24.pl W zak³adce t³umaczenia wszystkie informacje.Stan na godzinê 16:00 - 20% gotowe."
"11278","Co do Merlina to serial zosta³ niestety skasowany... http://showtv.pl/news_item_4438.htm"
"11279","Wiecie mo¿e kiedy bêd¹ napisy do najnowszego odcinka Mentalisty? "
"11280","Bêd¹ moze napisy do walking dead?"
"11281","50% gotowe póki co."
"11282","No to cierpliwie czekam, bo akcja siê rozwija ;D"
"11283","Nowy odcinek Dextera ju¿ z napisami http://iseriale.pl/serial/dexter/season/7/episode/9"
"11284","mam to notorycznie w ka¿dy pon. :P"
"11285","aaaaahahahahahaahahahahahahah.tez tak kiedys mialem."
"11286","a co z serialem Arrow? Dlaczego niedostêpny?"
"11287","Keep calm and watch \Dexter\""! Najnowszy, 9. odcinek z sezonu 7 ju¿ z napisami :)   http://iitv.info/dexter/"""
"11288","obejrzany ju¿ wczoraj ;)"
"11289","nieczynne z powodu, ¿e zamkniête :D"
"11290","Dexter mnie znudzil juz na poczatku 2. sezonu :/"
"11291","dok³adnie... zabójca idealny który wszystkie swoje ofiary wyrzuca³ w jedno miejsce maj¹c do dyspozycji ca³y ocean... <facepalm>"
"11292","Wyrzuca³ je tam,gdzie by³o najg³êbiej.To chyba logiczne ?"
"11293","widaæ brak wiedzy z zakresu serialu, ale to mo¿e kwestia nie ogl¹dania wszystkich sezonów, dlaczego wyrzuca³ je w tym jednym specyficznym miejscu itp.. :) ale nie ka¿dy musi ogl¹daæ coœ z dociekliwoœci¹ i nadziej¹ na wyjaœnienia, które prêdzej czy póŸniej zawsze przychodzi³y ;]"
"11294","ten koleœ co le¿y wygl¹da trochê jak Flanders!"
"11295","obejrzany ju¿ wczoraj jak zwykle po mia³em CIARY! uwielbiam."
"11296","Kiedy bedzie link do Plotkary na cos innego niz ten vidbull? Najlepiej gdybyscie wrzucili na maxvideo albo anyfiles :)"
"11297","to samo dt. HIMYM"
"11298","Olga Szeluga Chcia³abyœ taki torcik co??? xD"
"11299","ogl¹da³bym"
"11300","wszystko masz dostêpne jak trzeba. Muse of fire jest w przysz³ym tygodniu dopiero bo teraz by³y œwiêta dziêkczynienia."
"11301","Mam pytanie, czy ktoœ jeszcze ma taki problem, ¿e Max Video po 8-10 minutach wyrzuca komunikat o koñcu minut na dzieñ? Przecie¿ to siê ju¿ nic nie da ogl¹dn¹æ w ten sposób."
"11302","ja ma taki d³ugopis :D"
"11303","czy tylko ja mam problem z obejrzeniem czegokolwiek? link do wyboru odcinka jakiegokolwiek serialu jest aktywny ale ju¿ nie jestem w stanie wybraæ ¿adnego odtwarzacza czy przycisku \poka¿ pozosta³e hostingi\"" jakaœ wiêksza awaria?"""
"11304","ano tak :) ja patrzy³em po tych datach tylko a nie w kalendarz :)"
"11305","Fabu³a \The Walking Dead\"" wci¹ga, jak jeszcze nigdy dot¹d :D Obejrzyjcie najnowszy odcinek z napisami i sprawdŸcie, co nowego u Waszych ulubionych bohaterów :)  http://iitv.info/walking-dead/"""
"11306","nie mogê siê doczekaæ nastepnego odcinka :3"
"11307","no teraz to sie rozkrêci³ bo pocz¹tki to by³a masakra.. jak jakas telenowela jebana"
"11308","zajebisty odcinek, nie moge sie doczekac nastêpnego :D"
"11309","i co z tego jak niemozna obejrzec:( wyskakuje rejestracja i pewnie platna..:("
"11310","Zje¿dzasz na sam dó³ i masz odnoœnik\ pokaz linki do pozosta³ych hostingów\"" i ogl¹dasz :D"""
"11311","niebieskie napisy na anyfiles i dosyæ kiepskie t³umaczenie :f"
"11312","ale za to odcinek miazga"
"11313","Czemu nic nie dzia³a?"
"11314","jest przycisk ale nie mogê go \przycisn¹c\"" :/ tak jakby nie by³ podlinkowany. tak samo gdy chcê nacisn¹c przycisk play na którymkolwiek z odtwarzaczy aby pojawi³a siê reklama a potem odcinek nic sie nie dzieje - jakby by³ sam obrazek - sprawdza³am w przypadku dwóch i pó³, prywatnej praktyki, scandal..."""
"11315","u mnie dzia³a, w³aœnie z ciekawoœci sprawdzi³am na dwóch i pó³..:)"
"11316","Tutaj ka¿dy odcinek to miazga :-)"
"11317","Drobne sprostowanie. Serial jest w tym tygodniu."
"11318","sa juz dostepne napisy do misfitsow?"
"11319","jak zaczê³am przygodê z serialem to myœla³am, ¿e to najwiêksza cha³a..ale z ciekawoœci obejrza³am drugi odcinek sezonu i teraz nie mogê siê doczekaæ kolejnego, to naprawdê dobry serial."
"11320","Obejrzeæ najnowszy odcinek z 8. sezonu \Jak pozna³em wasz¹ matkê\"" z napisami? Challenge accepted!   http://iitv.info/jak-poznalem-wasza-matke/"""
"11321","challenge completed!:D"
"11322","Wreszcie! :-)"
"11323","A co jeœli powiedzielibyœmy Wam, ¿e dziœ w nocy wysi¹d¹ wszystkie korki i jedynym sposobem na uratowanie œwiata od elektrycznej apokalipsy jest obejrzenie najnowszego odcinka \Revolution\"" z napisami? :) Kto odwa¿y siê zostaæ bohaterem? :))  http://iitv.info/revolution/"""
"11324","Ten, który uratuje innych od ogl¹dania tego serialu ;)"
"11325","Niby jak mielibyœmy to obejrzeæ jak pr¹du by nie by³o :D"
"11326","Ciezko ostatnio cos u Was ogladnac podajecie tylko 3 linki do maxvideo sprocked i hd3. W maxvideo wyrzuca ciagle komunikat o zakonczeniu limitu dziennego sprocked ciagle wyrzuca z ogladanego filmu a hd3 trzeba oplacic. Jest szansa ze beda linki do innych BEZP£ATNYCH odtwarzaczy???"
"11327","dodaliœcie niby misfitsów pl a jest tylko wersja ang"
"11328","Serial nie jest z³y. Zreszt¹ ka¿dy ma taki wybór w TV, ¿e znajdzie coœ dla siebie :-)"
"11329","u mnie robi sie tak samo, nie moge nic obejrzeæ"
"11330","jak uda ci sie coœ z tym zrobiæ to daj tutaj znaæ"
"11331","No w³aœnie ja te¿ mam problem z obejrzeniem czego kolwiek"
"11332","W dalszym ci¹gu nie dzia³a"
"11333","Jeœli macie jak¹œ wiêksz¹ awariê, to napiszcie. Nic nie dzia³a od wczoraj. Co siê dzieje?"
"11334","yhm Robin po rozmowie z Barneyem mnie rozwali³o , co to ma Znaczy ?! ju¿ nie mogê siê doczekaæ nastêpnego odcinka !!!!!!!!!!!!!"
"11335","Co siê dzieje z Prywatn¹ Praktyk¹? Nie ma napisów do dwóch ostatnich odcinków :("
"11336","wiadomo kiedy bêd¹ napisy do odcinków csi: las vegas?  "
"11337","Zimno, ciemno i do domu daleko... Brrrr w dni takie jak ten ratuje nas tylko gor¹ca kawa i najnowszy odcinek \Misfits\"" z napisami :)   http://iitv.info/misfits/"""
"11338","Oj tam. Dziœ wróci³o Arrow! I to jest news dnia ;-)"
"11339","Nie zd¹¿ê wypiæ dziœ rano kawy. :("
"11340","3 sezon jest niewiarygodnie wci¹gaj¹cy :D"
"11341","wspania³y plakat!"
"11342","kocham<3"
"11343","mniam"
"11344","to ja w wakacje :D"
"11345","The Walking Dead <3"
"11346","U mnie od paru dni mo¿na wejœæ na Wasz¹ stronê i wejœæ w odpowiedni serial, a nawet w odcinek, ale wszystkie linki do oddtwarzania s¹ nieaktywne. Wiecie co zrobiæ?"
"11347","u mnie ci¹gle nie dzia³a ale dziœ spróbuje coœ porobiæ i jeœli zadzia³a to dam znaæ :)"
"11348","dzia³a , ale na przegl¹darce google chrome"
"11349","Dzieki za szybka odpowiedz!!"
"11350","Zatem trudno sie mowi i czekam na odcinki w innych odtwarzaczach!! Pozdrawiam"
"11351","We do enjoy"
